,Unnamed: 0,Player,Pos,Age,G,GS,MP,OBPM,DBPM,ORtg,DRtg,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
135,135,Taj Gibson,Center,35.0,45.0,3.0,20.8,-0.7,2.1,139.0,105.0,3283.684,3774.255,"(33, 36]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
136,136,Harry Giles,Center,22.0,38.0,0.0,9.2,-3.2,0.2,106.0,111.0,1620.564,1862.67,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
137,137,Shai Gilgeous-Alexander,Guard,22.0,35.0,35.0,33.7,3.9,0.2,118.0,115.0,4141.32,4760.019,"(21, 24]","(19.999, 35.0]","(20.0, 40.0]","(30.0, 40.0]"
138,138,Anthony Gill,Forward,28.0,26.0,4.0,8.4,-1.6,0.3,120.0,111.0,898.31,1032.514,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
139,139,Freddie Gillespie,Forward,23.0,20.0,2.0,19.6,-3.1,-0.1,120.0,111.0,363.015,417.248,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
140,140,Rudy Gobert,Center,28.0,71.0,71.0,30.8,2.1,2.8,131.0,101.0,27525.281,31637.464,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
141,141,Brandon Goodwin,Guard,25.0,47.0,5.0,13.2,-2.5,-0.6,101.0,116.0,1701.593,1955.805,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
142,142,Aaron Gordon,Forward,25.0,50.0,50.0,27.7,0.2,-0.1,107.0,114.0,18136.364,20845.875,"(24, 27]","(35.0, 50.0]","(40.0, 60.0]","(20.0, 30.0]"
143,143,Eric Gordon,Guard,32.0,27.0,13.0,29.2,0.7,-1.7,108.0,119.0,16869.267,19389.478,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
144,144,Devonte Graham,Guard,25.0,55.0,44.0,30.2,1.8,-1.1,115.0,116.0,1663.861,1912.436,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
145,145,Jerami Grant,Forward,26.0,54.0,54.0,33.9,1.9,-0.8,109.0,114.0,19050.0,21896.005,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
146,146,Danny Green,Forward,33.0,69.0,69.0,28.0,0.4,1.5,114.0,108.0,15365.853,17661.459,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
147,147,Draymond Green,Forward,30.0,63.0,63.0,31.5,-1.6,3.3,110.0,106.0,22246.956,25570.575,"(27, 30]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
148,148,JaMychal Green,Forward,30.0,58.0,5.0,19.3,-0.5,-1.0,116.0,112.0,7199.76,8275.379,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
149,149,Javonte Green,Forward,27.0,41.0,2.0,11.5,-2.2,1.7,118.0,111.0,1517.981,1744.762,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
150,150,Jeff Green,Forward,34.0,68.0,38.0,27.0,0.0,-0.9,122.0,116.0,2564.753,2947.918,"(33, 36]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
151,151,Josh Green,Guard,20.0,39.0,5.0,11.4,-3.7,0.1,106.0,114.0,2816.76,3237.574,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
152,152,Blake Griffin,Forward,31.0,46.0,30.0,25.8,-0.8,0.0,110.0,114.0,33900.241,38964.821,"(30, 33]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
153,153,Kyle Guy,Guard,23.0,31.0,0.0,7.6,-3.7,-2.1,99.0,119.0,537.888,618.246,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
154,154,Rui Hachimura,Forward,22.0,57.0,57.0,31.5,-2.2,-1.0,107.0,115.0,4692.84,5393.934,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
155,155,Tyrese Haliburton,Guard,20.0,58.0,20.0,30.1,1.9,-0.5,118.0,118.0,3831.84,4404.303,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(30.0, 40.0]"
156,156,Josh Hall,Forward,20.0,21.0,1.0,16.0,-9.7,-2.2,73.0,117.0,449.115,516.211,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
157,157,RJ Hampton,Guard,19.0,51.0,1.0,17.4,-2.6,-1.2,100.0,115.0,2193.48,2521.178,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
158,158,Tim Hardaway Jr,Guard,28.0,70.0,31.0,28.4,2.0,-1.7,116.0,116.0,18975.0,21809.8,"(27, 30]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
159,159,James Harden,Guard,31.0,44.0,43.0,36.6,6.2,1.0,122.0,112.0,41254.92,47418.265,"(30, 33]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
160,160,Montrezl Harrell,Center,27.0,69.0,1.0,22.9,2.3,0.7,127.0,106.0,9258.0,10641.113,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
161,161,Gary Harris,Guard,26.0,39.0,38.0,27.7,-2.8,-1.3,105.0,117.0,19610.714,22540.488,"(24, 27]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
162,162,Joe Harris,Forward,29.0,69.0,65.0,31.0,1.5,-1.2,126.0,117.0,16071.429,18472.446,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
163,163,Tobias Harris,Forward,28.0,62.0,62.0,32.5,2.9,0.8,118.0,108.0,34358.85,39491.945,"(27, 30]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
164,164,Shaquille Harrison,Guard,27.0,34.0,0.0,9.8,-5.5,1.5,94.0,110.0,915.048,1051.752,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
165,165,Josh Hart,Forward,25.0,47.0,4.0,28.7,-1.1,0.3,117.0,113.0,3491.159,4012.726,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
166,166,Isaiah Hartenstein,Center,22.0,46.0,2.0,12.2,-2.4,1.5,114.0,108.0,1620.564,1862.67,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
167,167,Jaxson Hayes,Center,20.0,60.0,3.0,16.1,0.6,0.0,132.0,112.0,5105.16,5867.853,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
168,168,Killian Hayes,Guard,19.0,26.0,18.0,25.8,-6.3,-0.9,82.0,113.0,5307.12,6099.985,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
169,169,Gordon Hayward,Forward,30.0,44.0,44.0,34.0,1.6,-0.1,114.0,113.0,28500.0,32757.803,"(27, 30]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
170,170,Willy Hernangomez,Center,26.0,47.0,12.0,18.0,1.0,-1.0,125.0,111.0,1737.145,1996.668,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
171,171,Tyler Herro,Guard,21.0,54.0,15.0,30.3,-0.3,-1.0,104.0,113.0,3822.24,4393.269,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(30.0, 40.0]"
172,172,Buddy Hield,Guard,28.0,71.0,71.0,34.3,1.0,-1.6,109.0,119.0,24931.817,28656.546,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
173,173,George Hill,Guard,34.0,30.0,17.0,22.4,-1.0,-0.2,117.0,114.0,9590.602,11023.405,"(33, 36]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
174,174,Solomon Hill,Forward,29.0,71.0,16.0,21.3,-3.0,0.5,104.0,115.0,2174.318,2499.153,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
175,175,Nate Hinton,Guard,21.0,21.0,0.0,4.4,-4.5,1.0,91.0,109.0,449.115,516.211,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
176,176,Aaron Holiday,Guard,24.0,66.0,8.0,17.8,-3.3,-0.9,99.0,115.0,2345.64,2696.07,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
177,177,Jrue Holiday,Guard,30.0,59.0,56.0,32.3,2.8,0.6,121.0,111.0,27026.011,31063.605,"(27, 30]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
178,178,Justin Holiday,Guard,31.0,72.0,52.0,30.3,-0.9,-0.1,112.0,114.0,5720.4,6575.008,"(30, 33]","(65.0, 82.0]","(40.0, 60.0]","(30.0, 40.0]"
179,179,Richaun Holmes,Center,27.0,61.0,61.0,29.2,0.6,0.0,130.0,115.0,5005.35,5753.132,"(24, 27]","(50.0, 65.0]","(60.0, 82.0]","(20.0, 30.0]"
180,180,Rodney Hood,Forward,28.0,55.0,5.0,17.1,-4.9,-1.4,94.0,118.0,10047.45,11548.505,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
181,181,Al Horford,Center,34.0,28.0,28.0,27.9,2.0,1.4,111.0,112.0,27500.0,31608.407,"(33, 36]","(19.999, 35.0]","(20.0, 40.0]","(20.0, 30.0]"
182,182,Talen Horton-Tucker,Guard,20.0,65.0,4.0,20.1,-2.6,1.5,103.0,107.0,1517.981,1744.762,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
183,183,Danuel House,Forward,27.0,36.0,23.0,25.9,-2.8,-0.7,104.0,117.0,3717.0,4272.307,"(24, 27]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
184,184,Dwight Howard,Center,35.0,69.0,6.0,17.3,-2.1,0.6,113.0,102.0,2564.753,2947.918,"(33, 36]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
185,185,Markus Howard,Guard,21.0,37.0,1.0,5.5,-5.5,-3.2,89.0,116.0,535.294,615.265,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
186,186,Kevin Huerter,Guard,22.0,69.0,49.0,30.8,-0.6,0.4,112.0,115.0,2761.92,3174.541,"(21, 24]","(65.0, 82.0]","(40.0, 60.0]","(30.0, 40.0]"
187,187,De'Andre Hunter,Forward,23.0,23.0,19.0,29.5,0.6,0.6,119.0,114.0,7422.0,8530.821,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
188,188,Chandler Hutchison,Forward,24.0,25.0,1.0,13.8,-5.7,0.2,89.0,111.0,2443.44,2808.481,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
189,189,Serge Ibaka,Center,31.0,41.0,39.0,23.3,1.2,0.2,119.0,110.0,9258.0,10641.113,"(30, 33]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
190,190,Andre Iguodala,Forward,37.0,63.0,5.0,21.3,-2.2,1.8,103.0,110.0,15000.0,17240.949,"(36, 39]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
191,191,Joe Ingles,Forward,33.0,67.0,30.0,27.9,2.6,0.9,129.0,111.0,10363.637,11911.929,"(30, 33]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
192,192,Brandon Ingram,Forward,23.0,61.0,61.0,34.3,3.3,-1.1,115.0,116.0,27285.0,31361.286,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
193,193,Kyrie Irving,Guard,28.0,54.0,54.0,34.9,5.7,-0.2,121.0,114.0,33722.85,38760.929,"(27, 30]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
194,194,Wesley Iwundu,Forward,26.0,41.0,4.0,13.1,-6.1,-0.3,89.0,114.0,1678.854,1929.669,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
195,195,Frank Jackson,Guard,22.0,40.0,6.0,18.5,-0.1,-1.6,112.0,116.0,699.115,803.56,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
196,196,Josh Jackson,Guard,23.0,62.0,25.0,25.2,-2.5,-0.5,97.0,112.0,4767.0,5479.173,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
197,197,Justin Jackson,Forward,25.0,34.0,3.0,17.0,-2.3,-1.2,102.0,116.0,5109.637,5872.998,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
198,198,Reggie Jackson,Guard,30.0,67.0,43.0,23.0,0.6,-0.2,116.0,113.0,2331.593,2679.925,"(27, 30]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
199,199,Justin James,Forward,24.0,36.0,0.0,8.6,-2.0,-2.3,106.0,121.0,1517.981,1744.762,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
200,200,LeBron James,Guard,36.0,45.0,45.0,33.4,5.9,2.3,114.0,106.0,39219.566,45078.836,"(33, 36]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
201,201,DaQuan Jeffries,Guard,23.0,31.0,5.0,15.9,-3.6,-1.1,104.0,117.0,1445.697,1661.679,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
202,202,Ty Jerome,Guard,23.0,33.0,1.0,23.9,0.1,-0.8,113.0,116.0,2303.04,2647.106,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
203,203,Isaiah Joe,Guard,21.0,41.0,1.0,9.3,-2.0,-1.0,108.0,111.0,898.31,1032.514,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
204,204,Cameron Johnson,Forward,24.0,60.0,11.0,24.0,0.0,-0.2,112.0,113.0,4235.16,4867.878,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
205,205,James Johnson,Forward,33.0,51.0,12.0,20.5,-2.7,1.5,103.0,111.0,16047.1,18444.482,"(30, 33]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
206,206,Keldon Johnson,Forward,21.0,69.0,67.0,28.5,-0.9,-0.7,111.0,114.0,2048.04,2354.01,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
207,207,Stanley Johnson,Forward,24.0,61.0,13.0,16.5,-3.8,1.2,102.0,112.0,3804.15,4372.477,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
208,208,Tyler Johnson,Guard,28.0,39.0,3.0,17.5,-2.4,-1.0,111.0,117.0,2028.594,2331.659,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
209,209,Nikola Jokic,Center,25.0,72.0,72.0,34.6,9.1,3.0,130.0,109.0,29542.01,33955.486,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
210,210,Damian Jones,Center,25.0,39.0,10.0,14.0,-2.2,0.8,129.0,113.0,1487.284,1709.477,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
211,211,Derrick Jones,Forward,23.0,58.0,43.0,22.7,-1.4,0.0,121.0,116.0,9258.0,10641.113,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
212,212,Mason Jones,Guard,22.0,32.0,1.0,10.4,-1.4,-1.2,104.0,117.0,424.544,487.968,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
213,213,Tre Jones,Guard,21.0,37.0,1.0,7.3,-2.2,-1.3,112.0,117.0,898.31,1032.514,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
214,214,Tyus Jones,Guard,24.0,70.0,9.0,17.5,-0.1,0.9,115.0,112.0,8817.143,10134.394,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
215,215,DeAndre Jordan,Center,32.0,57.0,43.0,21.9,0.1,1.0,127.0,111.0,10375.678,11925.769,"(30, 33]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
216,216,Cory Joseph,Guard,29.0,63.0,13.0,23.0,-1.8,0.0,112.0,116.0,12600.0,14482.397,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
217,217,Mfiondu Kabengele,Forward,23.0,39.0,0.0,7.2,-4.3,0.1,97.0,111.0,2432.353,2795.737,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
218,218,Frank Kaminsky,Center,27.0,47.0,13.0,15.2,0.4,0.8,117.0,110.0,1737.145,1996.668,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
219,219,Luke Kennard,Guard,24.0,63.0,17.0,19.6,0.3,-0.5,117.0,114.0,5273.826,6061.717,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
220,220,Maxi Kleber,Forward,29.0,50.0,40.0,26.8,-0.5,0.5,123.0,113.0,8475.0,9741.136,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
221,221,Nathan Knight,Forward,23.0,33.0,0.0,8.5,-2.6,-1.0,106.0,112.0,522.989,601.121,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
222,222,Kevin Knox,Forward,21.0,42.0,0.0,11.0,-1.7,0.4,104.0,110.0,4588.68,5274.213,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
223,223,John Konchar,Guard,24.0,43.0,0.0,13.4,-0.2,1.4,125.0,109.0,2100.0,2413.732,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
224,224,Furkan Korkmaz,Guard,23.0,55.0,11.0,19.3,-0.3,0.2,108.0,109.0,1762.796,2026.151,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
225,225,Luke Kornet,Center,25.0,31.0,2.0,11.2,-0.8,1.6,112.0,110.0,2250.0,2586.142,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
226,226,Rodions Kurucs,Forward,22.0,21.0,0.0,6.0,-6.4,1.8,79.0,109.0,1780.152,2046.1,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
227,227,Kyle Kuzma,Forward,25.0,68.0,32.0,28.7,-0.4,-0.1,105.0,109.0,3562.178,4094.355,"(24, 27]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
228,228,Anthony Lamb,Forward,23.0,24.0,3.0,17.3,-3.4,-2.7,105.0,118.0,215.33,247.499,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
229,229,Jeremy Lamb,Guard,28.0,36.0,8.0,21.3,0.7,0.7,119.0,111.0,10500.0,12068.664,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
230,230,Zach LaVine,Guard,25.0,58.0,58.0,35.1,4.9,-0.8,115.0,114.0,19500.0,22413.234,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
231,231,Jake Layman,Forward,26.0,45.0,11.0,13.9,-2.2,0.2,107.0,115.0,3761.085,4322.978,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
232,232,Damion Lee,Guard,28.0,57.0,1.0,18.9,-0.7,0.9,121.0,111.0,1762.796,2026.151,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
233,233,Saben Lee,Guard,21.0,48.0,7.0,16.3,-2.1,0.2,112.0,113.0,516.836,594.049,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
234,234,Alex Len,Center,27.0,64.0,42.0,15.3,-1.2,1.0,119.0,110.0,3970.648,4563.848,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(10.0, 20.0]"
235,235,Kawhi Leonard,Forward,29.0,52.0,52.0,34.1,6.0,1.3,126.0,110.0,34379.1,39515.221,"(27, 30]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
236,236,Caris LeVert,Guard,26.0,47.0,39.0,31.6,0.9,-0.5,107.0,113.0,16203.704,18624.482,"(24, 27]","(35.0, 50.0]","(20.0, 40.0]","(30.0, 40.0]"
237,237,Kira Lewis,Guard,19.0,54.0,0.0,16.7,-3.2,-0.2,106.0,115.0,3640.2,4184.033,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
238,238,Damian Lillard,Guard,30.0,67.0,67.0,35.8,7.5,-1.3,125.0,118.0,31626.953,36351.912,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
239,239,Nassir Little,Forward,20.0,48.0,2.0,13.3,-1.1,-1.6,121.0,118.0,2210.64,2540.902,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
240,240,Kevon Looney,Center,24.0,61.0,34.0,19.0,-1.8,1.0,130.0,111.0,4821.429,5541.734,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
241,241,Brook Lopez,Center,32.0,70.0,70.0,27.2,0.0,0.0,121.0,111.0,12697.675,14594.664,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
242,242,Robin Lopez,Center,32.0,71.0,9.0,19.1,0.2,-1.2,124.0,116.0,7300.0,8390.595,"(30, 33]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
243,243,Kevin Love,Forward,32.0,25.0,25.0,24.9,0.9,-0.9,108.0,113.0,31258.256,35928.133,"(30, 33]","(19.999, 35.0]","(20.0, 40.0]","(20.0, 30.0]"
244,244,Kyle Lowry,Guard,34.0,46.0,46.0,34.8,2.0,-0.4,117.0,115.0,30500.0,35056.596,"(33, 36]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
245,245,Timothe Luwawu,Forward,25.0,58.0,7.0,18.1,-3.2,-1.2,100.0,116.0,1824.003,2096.502,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
246,246,Trey Lyles,Forward,25.0,23.0,9.0,15.6,-1.3,-0.5,116.0,114.0,5500.0,6321.681,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
247,247,Theo Maledon,Guard,19.0,65.0,49.0,27.4,-4.0,-1.0,94.0,116.0,2000.0,2298.793,"(18, 21]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
248,248,Terance Mann,Guard,24.0,67.0,10.0,18.9,-0.5,0.3,125.0,112.0,1517.981,1744.762,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
249,249,Nico Mannion,Guard,19.0,30.0,1.0,12.1,-3.4,-0.5,99.0,111.0,449.115,516.211,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
250,250,Boban Marjanovic,Center,32.0,33.0,3.0,8.2,1.9,-2.6,121.0,111.0,3500.0,4022.888,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
251,251,Lauri Markkanen,Forward,23.0,51.0,26.0,25.8,1.0,-0.9,115.0,113.0,6731.508,7737.172,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
252,252,Naji Marshall,Forward,23.0,32.0,10.0,21.9,-2.1,0.8,106.0,113.0,538.391,618.824,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
253,253,Caleb Martin,Forward,25.0,53.0,3.0,15.4,-3.6,0.2,99.0,112.0,1517.981,1744.762,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
254,254,Cody Martin,Forward,25.0,52.0,10.0,16.3,-2.7,0.7,107.0,113.0,1517.981,1744.762,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
255,255,Kelan Martin,Forward,25.0,35.0,0.0,9.2,-1.1,-1.3,105.0,111.0,1445.697,1661.679,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
256,256,KJ Martin,Forward,20.0,45.0,8.0,23.7,-1.4,-0.4,117.0,114.0,898.31,1032.514,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
257,257,Garrison Mathews,Guard,24.0,64.0,24.0,16.2,-1.7,-0.1,130.0,116.0,688.052,790.844,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
258,258,Wesley Matthews,Guard,34.0,58.0,10.0,19.5,-3.1,1.4,106.0,110.0,3623.0,4164.263,"(33, 36]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
259,259,Tyrese Maxey,Guard,20.0,61.0,8.0,15.3,-1.0,-0.5,110.0,111.0,2478.84,2849.17,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
260,260,Skylar Mays,Guard,23.0,33.0,0.0,8.2,1.2,0.7,121.0,113.0,532.218,611.729,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
261,261,CJ McCollum,Guard,29.0,47.0,47.0,34.0,5.0,-1.1,120.0,118.0,29354.152,33739.563,"(27, 30]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
262,262,TJ McConnell,Guard,28.0,69.0,3.0,26.0,-0.2,1.7,117.0,110.0,3500.0,4022.888,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
263,263,Jaden McDaniels,Forward,20.0,63.0,27.0,24.0,-3.3,-0.2,108.0,116.0,1964.76,2258.288,"(18, 21]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
264,264,Jalen McDaniels,Forward,23.0,47.0,18.0,19.2,-2.8,-0.4,107.0,113.0,1517.981,1744.762,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
265,265,Doug McDermott,Forward,29.0,66.0,29.0,24.5,1.4,-2.0,121.0,118.0,7333.333,8428.908,"(27, 30]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
266,266,JaVale McGee,Center,33.0,46.0,2.0,14.7,-3.3,0.8,102.0,107.0,4200.0,4827.465,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
267,267,Alfonzo McKinnie,Forward,28.0,39.0,0.0,6.6,0.3,-0.8,123.0,110.0,1762.796,2026.151,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
268,268,Jordan McLaughlin,Guard,24.0,51.0,2.0,18.4,-2.0,0.2,110.0,115.0,503.76,579.02,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
269,269,Ben McLemore,Guard,27.0,53.0,5.0,17.1,-2.7,-1.2,99.0,115.0,2893.63,3325.927,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
270,270,Nicolo Melli,Forward,30.0,45.0,4.0,12.6,-3.5,0.0,106.0,114.0,3897.436,4479.699,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
